active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
Yes,719,Walpole Island Health Centre,,,,Wallaceburg,1604 River Road,,N8A 4K9,ON,42.607732,-82.518971,,Lambton Health Unit,,519-627-0765,,09:00-12:00&13:00-14:30,09:00-12:00&13:00-14:30,09:00-12:00&13:00-14:30,09:00-12:00&13:00-14:30,09:00-12:00&13:00-14:30,,,,Yes,,No,,,,,,Yes,,,Yes,,,,,,,Yes,,,,"Walpole Island members, please call 519-627-0765 to book an appointment",
Yes,419,West Elgin Community Health Centre COVID Assessment Centre,,West Elgin Community Health Centre,,West Lorne,153 Main Street,,N0L 2P0,ON,42.60481997,-81.60565803,,Southwestern Public Health,,519-857-2683,https://wechc.on.ca/,08:30-16:30,,08:30-16:30,,08:30-16:30,,,,Yes,,No,,,,,,Yes,,,TRUE,,,,,,,,,,,"COVID Testing is by appointment.  To book your appointment please call: 519-857-2683.  The assessment centre is located in West Lorne, approximately 35 minutes west of London (from Wellington Rd and the 401). Not open on stat holidays.",
No,431,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1500 Avenue Road,,M5M 3X2,ON,43.722525,-79.416121,,Toronto Public Health,,416-781-6146,https://www.shoppersdrugmart.ca/covid19,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,432,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,2223 Bloor Street West,,M6S 1N7,ON,43.651726,-79.475304,,Toronto Public Health,,416-769-1105,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,433,Shoppers Drug Mart,,Shoppers Drug Mart,,Etobicoke,125 The Queensway,,M8Y 1H6,ON,43.630320,-79.481347,,Toronto Public Health,,416-766-6196,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,434,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,523 St. Clair Avenue West,,M6C 1A1,ON,43.682746,-79.419127,,Toronto Public Health,,416-538-1155,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,435,Rexall,,Rexall,,Toronto,"1 First Canadian Place, Unit # CN1038",,M5X 1C8,ON,43.649350,-79.381964,,Toronto Public Health,,416-362-6480,https://www.rexall.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,436,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1500 Woodbine Avenue,,M4C 4G9,ON,43.699213,-79.319357,,Toronto Public Health,,416-429-2529,https://www.shoppersdrugmart.ca/covid19,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,437,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,"66 Wellington Street West, Unit 10",,M5K 1A1,ON,43.647670,-79.381014,,Toronto Public Health,,416-365-0927,https://www.shoppersdrugmart.ca/covid19,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,438,Shoppers Drug Mart,,Shoppers Drug Mart,,Etobicoke,3010 Bloor Street West,,M8X 1C2,ON,43.647731,-79.511043,,Toronto Public Health,,416-234-0136,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,439,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,180 Danforth Avenue,,M4K 1N1,ON,43.676825,-79.357028,,Toronto Public Health,,416-466-5698,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,440,Rexall,,Rexall,,Etobicoke,250 The East Mall,,M9B 3Y8,ON,43.6324095,-79.556480,,Toronto Public Health,,416-239-3512,https://www.rexall.ca,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,09:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,441,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,755 Danforth Avenue,,M4J 1L2,ON,43.679142,-79.342240,,Toronto Public Health,,416-461-7533,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,442,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,759 Mount Pleasant Road,,M4S 2N4,ON,43.707732,-79.389582,,Toronto Public Health,,416-482-7100,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,443,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1507 Yonge Street,,M4T 1Z2,ON,43.689384,-79.394200,,Toronto Public Health,,416-923-7700,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,444,Rexall,,Rexall,,Toronto,"777 Bay Street, Unit C 216",,M5G 2C8,ON,43.660486,-79.384456,,Toronto Public Health,,416-977-5824,https://www.rexall.ca,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,445,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,2000 Queen Street East,,M4L 1J2,ON,43.670181,-79.300208,,Toronto Public Health,,416-694-0471,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,446,Shoppers Drug Mart,,Shoppers Drug Mart,,Willowdale,1800 Sheppard Avenue East,,M2J 5A7,ON,43.777990,-79.344091,,Toronto Public Health,,416-491-5567,https://www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,10:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,447,Rexall,,Rexall,,Willowdale,288 Sheppard Avenue East,,M2N 3B1,ON,43.764596,-79.398070,,Toronto Public Health,,416-222-5021,https://www.rexall.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,448,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,1235 McCowan Road,,M1H 3K3,ON,43.772678,-79.251018,,Toronto Public Health,,416-412-1353,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,449,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1015 Lakeshore Boulevard East,,M4M 1B4,ON,43.658235,-79.328776,,Toronto Public Health,,416-461-0565,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,450,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,292 Dupont Street,,M5R 1V9,ON,43.674950,-79.408021,,Toronto Public Health,,416-972-0232,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,451,Loblaws,,Loblaws,,Toronto,50 Musgrave Street,,M4E 3W2,ON,43.688503,-79.288240,,Toronto Public Health,,416-694-6263,https://www.loblaws.ca/covid19,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,09:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://www.loblaws.ca/covid19,Yes,,,,,,,,,,,,
No,452,Shoppers Drug Mart,,Shoppers Drug Mart,,Etobicoke,5230 Dundas Street West,,M9B 1A8,ON,43.640347,-79.538153,,Toronto Public Health,,416-233-3269,https://www.shoppersdrugmart.ca/covid19,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,453,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,1571 Sandhurst Circle,,M1V 1V2,ON,43.809255,-79.269605,,Toronto Public Health,,416-292-6602,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,454,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,620 Keele Street,,M6N 3E2,ON,43.671735,-79.467679,,Toronto Public Health,,416-766-3095,https://www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,455,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,958 Bloor Street West,,M6H 1L6,ON,43.6616319,-79.428763,,Toronto Public Health,,416-538-0105,https://www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,456,Rexall,,Rexall,,Toronto,1245 Dupont Street,,M6H 2A6,ON,43.667654,-79.442083,,Toronto Public Health,,416-537-0805,https://www.rexall.ca,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-21:00,08:00-19:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,457,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,236 Bloor Street West,,M5S 1T8,ON,43.668360,-79.396761,,Toronto Public Health,,416-927-0440,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,458,Rexall,,Rexall,,Toronto,2300 Yonge Street,,M4P 1E4,ON,43.707269,-79.399601,,Toronto Public Health,,416-484-4540,https://www.rexall.ca,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,459,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,1859 Leslie Street,,M3B 2M1,ON,43.754517,-79.359184,,Toronto Public Health,,416-383-9599,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,460,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,20 Bloor Street East,,M4W 3G7,ON,43.670997,-79.384988,,Toronto Public Health,,416-967-7787,https://www.shoppersdrugmart.ca/covid19,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,11:00-18:00,11:00-18:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,461,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,"565 Sherbourne Street, Unit 40",,M4X 1W7,ON,43.670159,-79.375638,,Toronto Public Health,,416-963-9495,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,462,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,69 Yonge Street,,M5E 1K3,ON,43.649001,-79.377640,,Toronto Public Health,,416-364-1948,https://www.shoppersdrugmart.ca/covid19,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,09:00-16:00,11:00-16:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,463,Rexall,,Rexall,,Toronto,"120 Adelaide Street West, Unit R28",,M5H 1T1,ON,43.649929,-79.383248,,Toronto Public Health,,416-368-2743,https://www.rexall.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,464,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,3366 Yonge Street,,M4N 2M7,ON,43.732349,-79.404511,,Toronto Public Health,,416-483-3018,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,465,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,2047 Avenue Road,,M5M 4A7,ON,43.736276,-79.419706,,Toronto Public Health,,416-789-1122,https://www.shoppersdrugmart.ca/covid19,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-19:00,08:00-19:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,466,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,2330 Kennedy Road,,M1T 3H1,ON,43.784003,-79.289421,,Toronto Public Health,,416-299-3532,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,467,Rexall,,Rexall,,Toronto,"200 Wellington Street West, Unit 200",,M5V 3C7,ON,43.645852,-79.387863,,Toronto Public Health,,416-979-1206,https://www.rexall.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,468,Rexall,,Rexall,,Toronto,88 Queens Quay West,,M5J 0B8,ON,43.641083,-79.378720,,Toronto Public Health,,416-607-5552,https://www.rexall.ca,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,,,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,469,Rexall,,Rexall,,Willowdale,3555 Don Mills Road,,M2H 3N3,ON,43.7942953,-79.353948,,Toronto Public Health,,416-494-8101,https://www.rexall.ca,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-19:00,10:00-19:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,470,Rexall,,Rexall,,Toronto,"250 University Avenue, Unit 120",,M5H 3E5,ON,43.650549,-79.387052,,Toronto Public Health,,416-591-6493,https://www.rexall.ca,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,471,Nofrills,,Nofrills,,Scarborough,681 Silver Star Boulevard,,M1V 5N1,ON,43.823847,-79.298876,,Toronto Public Health,,416-292-3656,https://www.nofrills.ca/covid19,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,08:30-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://www.nofrills.ca/covid19,Yes,,,,,,,,,,,,
No,472,Rexall,,Rexall,,Toronto,63 Wellesley Street East,,M4Y 1G7,ON,43.665373,-79.381180,,Toronto Public Health,,416-924-7760,https://www.rexall.ca,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,473,Rexall,,Rexall,,Toronto,"2 St. Clair Avenue East, Unit C001",,M4T 2T5,ON,43.688466,-79.393800,,Toronto Public Health,,416-921-2171,https://www.rexall.ca,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,474,Shoppers Drug Mart,,Shoppers Drug Mart,,Etobicoke,"3730 Lake Shore Boulevard West, Unit 102",,M8W 1N6,ON,43.594038,-79.53962,,Toronto Public Health,,416-255-5243,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,475,Costco,,Costco,,Scarborough,1411 Warden Avenue,,M1R 2S3,ON,43.759411,-79.297610,,Toronto Public Health,,416-288-1172,https://www.costcopharmacy.ca/,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.costcopharmacy.ca/,Yes,,,,,,,,,,,,
No,476,Rexall,,Rexall,,Toronto,600 University Avenue,,M5G 1X5,ON,43.657516,-79.390174,,Toronto Public Health,,416-977-0408,https://www.rexall.ca,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,10:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,477,Nofrills,,Nofrills,,North York,6220 Yonge Street,,M2M 3X4,ON,43.794703,-79.421674,,Toronto Public Health,,416-224-8626,https://www.nofrills.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://www.nofrills.ca/covid19,Yes,,,,,,,,,,,,
No,478,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,2528 Bayview Avenue,,M2L 1A9,ON,43.747065,-79.384956,,Toronto Public Health,,416-444-8411,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,479,Shoppers Drug Mart,,Shoppers Drug Mart,,North York,5998 Bathurst Street,,M2R 1Z1,ON,43.784822,-79.446391,,Toronto Public Health,,416-661-6863,https://www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,480,Loblaws,,Loblaws,,Toronto,17 Leslie Street,,M4M 3H9,ON,43.660870,-79.328424,,Toronto Public Health,,416-968-7283,https://www.loblaws.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-17:00,,Yes,No,,,,,Yes,,,,https://www.loblaws.ca/covid19,Yes,,,,,,,,,,,,
No,481,Rexall,,Rexall,,Toronto,539 Parliament Street,,M4X 1P7,ON,43.666139,-79.368335,,Toronto Public Health,,416-926-1658,https://www.rexall.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,482,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,5671 Steeles Avenue East,,M1V 5P6,ON,43.833179,-79.265320,,Toronto Public Health,,416-292-2024,https://www.shoppersdrugmart.ca/covid19,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,10:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,483,Shoppers Drug Mart,,Shoppers Drug Mart,,Etobicoke,"600 The East Mall, Unit 1",,M9B 4S1,ON,43.655900,-79.565875,,Toronto Public Health,,416-622-3253,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,484,Rexall,,Rexall,,Toronto,595 Bay Street,,M5G 2C2,ON,43.656220,-79.383291,,Toronto Public Health,,416-591-1414,https://www.rexall.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,485,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,725 College Street,,M6G 1C5,ON,43.654263,-79.418914,,Toronto Public Health,,416-534-2375,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,486,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,265 Port Union Road,,M1C 2L3,ON,43.7890134,-79.139728,,Toronto Public Health,,416-284-9229,https://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,487,Rexall,,Rexall,,Toronto,474 Spadina Avenue,,M5T 2G8,ON,43.657726,-79.400333,,Toronto Public Health,,416-413-1060,https://www.rexall.ca,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,488,Rexall,,Rexall,,Toronto,"199 Bay Street, Unit C186",,M5L 1E7,ON,43.648179,-79.379506,,Toronto Public Health,,416-365-0972,https://www.rexall.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,489,Loblaws,,Loblaws,,Toronto,60 Carlton Street,,M5B 1L1,ON,43.662191,-79.380243,,Toronto Public Health,,416-593-1542,https://www.loblaws.ca/covid19,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.loblaws.ca/covid19,Yes,,,,,,,,,,,,
No,490,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,761 King Street West,,M5V 1N4,ON,43.643101,-79.405892,,Toronto Public Health,,416-306-0311,https://www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
No,491,Rexall,,Rexall,,Toronto,"4789 Yonge Street, Unit 2",,M2N 0G3,ON,43.761356,-79.410208,,Toronto Public Health,,416-733-0161,https://www.rexall.ca,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca,Yes,,,,,,,,,,,,
No,492,Shoppers Drug Mart,,Shoppers Drug Mart,,Toronto,45 Overlea Boulevard,,M4H 1C3,ON,43.705795,-79.346028,,Toronto Public Health,,416-421-5141,https://www.shoppersdrugmart.ca/covid19,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,10:00-00:00,,Yes,No,,,,,Yes,,,,https://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
