ï»¿active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,additional_information,additional_information_fr,age_threshold,asl_interpretation,email,first_nations,free_parking,french_language_services,general_population,holiday_hours,paid_parking,pharmacy,public_transit,symptomatic,temporarily_closed,weeks_pregnant
Yes,196,1937 Portobello Blvd - Shoppers Drug Mart,,Shoppers,,Orleans,1937 Portobello Blvd,1937 boul Portobello,K4A 4W9,ON,45.4680525,-75.465799,East,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,613-590-1626,https://stores.shoppersdrugmart.ca/en/store/1254/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,197,2751 Eglinton Ave East - Shoppers Drug Mart,,Shoppers,,Scarborough,2751 Eglinton Ave East,2751 av Eglinton E,M1J 2C7 ,ON,43.7363941,-79.247494,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-267-8211,https://stores.shoppersdrugmart.ca/en/store/859/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,198,629 Markham Road - Shoppers Drug Mart,,Shoppers,,Scarborough,629 Markham Road,629 Markham Road,M1H 2A4  ,ON,43.7609483,-79.224056,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-439-2121,https://stores.shoppersdrugmart.ca/en/store/800/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,199,2301 Kingston Road - Shoppers Drug Mart,,Shoppers,,Scarborough,2301 Kingston Road,2301 Kingston Road,M1N 1V1,ON,43.7067404,-79.250137,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-269-2171,https://stores.shoppersdrugmart.ca/en/store/1382/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,200,1780 Markham Road - Shoppers Drug Mart,,Shoppers,,Scarborough,1780 Markham Road,1780 Markham Road A,M1B 2W2,ON,43.7948226,-79.240533,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-412-1780,https://stores.shoppersdrugmart.ca/en/store/1381/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,201,579 Lakeshore Road East - Shoppers Drug Mart,,Shoppers,,Mississauga,579 Lakeshore Road East, 579 Lakeshore Road E,L5G 1H9,ON,43.5687599,-79.569212,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-278-5506,https://stores.shoppersdrugmart.ca/en/store/1275/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,202,3980 Grand Park Drive - Shoppers Drug Mart,,Shoppers,,Mississauga,3980 Grand Park Drive,3980 Grand Park Dr,L5B 4M6 ,ON,43.5809762,-79.64907,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-566-9600,https://stores.shoppersdrugmart.ca/en/store/908/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,203,2470 Hurontario Street - Shoppers Drug Mart,,Shoppers,,Mississauga,2470 Hurontario Street,2470 rue Hurontario,L5B 0H2,ON,43.5770629,-79.612748,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-896-2500,https://stores.shoppersdrugmart.ca/en/store/776/,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,204,700 Burnhamthorpe Road East - Shoppers Drug Mart,,Shoppers,,Mississauga,700 Burnhamthorpe Road E,700 Burnhamthorpe Road E,L4Y 2X3,ON,43.607815,-79.617662,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-279-1812,https://stores.shoppersdrugmart.ca/en/store/774/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,205,2148 Carling Avenue. Unit #1 - Shoppers Drug Mart,,Shoppers,,Ottawa,2148 Carling Avenue Unit #1,"2148 av Carling, UnitÃ© #1",K2A 1H1,ON,45.3694167,-75.768771,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-725-9990,https://stores.shoppersdrugmart.ca/en/store/622/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,206,1309 Carling Avenue - Shoppers Drug Mart,,Shoppers,,Ottawa,1309 Carling Avenue,1309 av Carling,K1Z 7L3,ON,45.3867692,-75.735523,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-722-4277,https://stores.shoppersdrugmart.ca/en/store/628/,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,207,1102 Klondike Road - Shoppers Drug Mart,,Shoppers,,Kanata,1102 Klondike Road,1102 Klondike Road,K2K 1X7,ON,45.3545129,-75.932693,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-592-6010,https://stores.shoppersdrugmart.ca/en/store/1324/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,208,51 King William Street - Shoppers Drug Mart,,Shoppers,,Huntsville,51 King William Street,51 rue King William,P1H 1G4,ON,45.3321536,-79.207277,Central,Centre,,Simcoe Muskoka District Health Unit,Bureau de santÃ© publique du district de Simcoe-Muskoka,705-789-4471,https://stores.shoppersdrugmart.ca/en/store/647/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,209,11965 Hurontario Street - Shoppers Drug Mart,,Shoppers,,Brampton,11965 Hurontario Street,11965 rue Hurontario,L6Z 4P7,ON,43.7338349,-79.823181,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-495-0311,https://stores.shoppersdrugmart.ca/en/store/1177/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,10:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes ,210,Junction Chemist Pharmacy,,Independent,,Toronto,17 St Johns Road,17 St Johns Road,M6P 1T7,ON,43.6652578,-79.473926,Toronto ,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,647-748-3784,https://www.junctionchemist.com/,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,10:00 - 18:00,10:00 - 18:00,10:00 - 17:00,11:00 - 15:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes ,212,Extra Mile Pharmacy,,Independent,,Mississauga,#6-2980 Crosscurrent Drive,#6-2980 Crosscurrent Drive,L5N 7C7,ON,43.5946885,-79.779096,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-785-7888,https://extra-mile-pharmacy-medical-centre.business.site/,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 15:00,,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes ,213,Whole Health Pharmacy (Cooksville),,Independent,,Mississauga,250 Dundas Street West #106,250 rue Dundas O #106,L5B 1J2,ON,43.5748347,-79.622093,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-275-2273,https://wholehealthcooksville.ca/,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 18:00,9:00 - 16:00,10:00 - 14:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes ,215,Liberty Market Pharmacy,,Independent,,Toronto,"171 East Liberty Street, Unit 102","171 rue East Liberty, UnitÃ© 102",M6K 3P6,ON,43.638221,-79.417591,Toronto ,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-984-4147,http://www.libertymarketpharmacy.com/,8:30 - 20:00,8:30 - 20:00,8:30 - 20:00,8:30 - 20:00,8:30 - 19:00,9:00 - 15:00,,,Yes,No,,,,,Â ,2y,,,,,,,Â ,,Yes,,Â ,,
Yes ,216,Hybrid Pharm,,Independent,,Ottawa,318 Richmond Road,318 Richmond Road,K1Z 6X6,ON,45.3923594,-75.752901,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-695-4923,https://hybridpharm.com/,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,10:00 - 17:00,,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
No,217,Cedarview Pharmacy,,Retail Banner Group,,Nepean,12 - 4100 Strandherd Drive,12 - 4100 Strandherd Dr,K2J 0V2,ON,45.260328,-75.768205,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-823-1700,http://myownpharmacy.ca/guardian/,8:30 - 20:00,8:30 - 20:00,8:30 - 20:00,8:30 - 20:00,8:30 - 18:00,9:00 - 15:00,14:00 - 17:00,,Yes,No,,,,,Â ,5y,,,,,,,Â ,,Yes,,Â ,,
Yes,218,2600 Eglinton Ave West - Medicine Shoppe,,Retail Banner Group,,Toronto,2600 Eglinton Ave West,2600 av Eglinton O,M6M 1T5,ON,43.6908715,-79.472981,Toronto ,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-651-6511,https://www.medicineshoppe.ca/en/ontario/toronto/the-medicine-shoppe-pharmacy-134-7014226?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 13:00,,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,219,5303 Canotek Road #19 - Medicine Shoppe,,Retail Banner Group,,Ottawa,5303 Canotek Road #19,5303 Canotek Road #19,K1J 9M1,ON,45.4529502,-75.588505,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-745-5905,https://www.medicineshoppe.ca/en/ontario/ottawa/the-medicine-shoppe-pharmacy-143-7009763,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,,,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,220,Village Square Pharmacy,,Retail Banner Group,,Scarborough,2942 Finch Avenue East ,2942 av Finch E ,M1W 2T4,ON,43.7943595,-79.329445,Toronto ,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-492-4167,https://www.guardian-ida-pharmacies.ca/en/ontario/scarborough/village-square-pharmacy-7005106,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 15:00,,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,221,1615 Orleans Blvd -  Rexall,,Rexall,,Orleans,1615 Orleans Blvd,1615 boul Orleans,K1C 7E2,ON,45.4604249,-75.524721,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,888-412-2622,https://www.rexall.ca/storelocator/store/95,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,222,4459 Kingston Road - Rexall,,Rexall,,Scarborough,4459 Kingston Road,4459 Kingston Road,M1E 2N7,ON,43.7686389,-79.187367,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,888-412-2622,https://www.rexall.ca/storelocator/store/109,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,9:00 - 18:00,9:00 - 18:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,223,250 Wincott Drive - Rexall,,Rexall,,Weston,250 Wincott Drive,250 Wincott Drive,M9R 2R5,ON,43.67961,-79.546611,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,888-412-2622,https://www.rexall.ca/storelocator/store/0869/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,5y,,,,,,,,,Yes,,,,
Yes,224,545 Steeles Avenue West - Rexall,,Rexall,,Brampton,"545 Steeles Avenue West., Unit A01","545 av Steeles O, UnitÃ© A01",L6Y 4E7,ON,43.6547754,-79.743931,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,888-412-2622,https://www.rexall.ca/storelocator/store/980,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,5y,,,,,,,,,Yes,,,,
Yes,225,901 Eglinton Avenue West  - Rexall,,Rexall,,Toronto,901 Eglinton Avenue West,901 av Eglinton O,M6C 2C1,ON,43.7004107,-79.427075,Toronto ,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,888-412-2622,https://www.rexall.ca/storelocator/store/3012/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,5y,,,,,,,,,Yes,,,,
Yes,226,90 Copper Creek Drive - Rexall,,Rexall,,Markham,90 Copper Creek Drive,90 Copper Creek Drive,L6B 0P2,ON,43.8671934,-79.228814,Central,Centre,,York Region Public Health Services,Bureau de santÃ© publique de la rÃ©gion de York,888-412-2622,https://www.rexall.ca/storelocator/store/6933,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,8:00 - 21:00,9:00 - 19:00,9:00 - 19:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,5y,,,,,,,,,Yes,,,,
Yes,227,286 Bunting RoadÂ - Shoppers Drug Mart,,Shoppers,,St. Catharines,"286 Bunting Road, Unit #22","286 Bunting Rd, UnitÃ© #22",L2M 7S5,ON,43.178693,-79.209683,West,Ouest,,Niagara Region Public Health Department,Service de santÃ© publique rÃ©gionale de Niagar,905-688-6733,https://stores.shoppersdrugmart.ca/en/store/792/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,228,5175 Victoria AveÂ - Shoppers Drug Mart,,Shoppers,,Niagara Falls,"5175 Victoria Ave, Unit #1","5175 av Victoria, UnitÃ© #1",L2E 4E4,ON,43.099437,-79.074375,West,Ouest,,Niagara Region Public Health Department,Service de santÃ© publique rÃ©gionale de Niagara,905-356-5096,https://stores.shoppersdrugmart.ca/en/store/1411/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,229,395 Southdale RoadÂ East - Shoppers Drug Mart,,Shoppers,,London,395 Southdale RoadÂ East,395 Southdale RdÂ E,N6E 1A2,ON,42.941387,-81.2440769,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-685-1160,https://stores.shoppersdrugmart.ca/en/store/1072/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,230,3090 Colonel Talbot RoadÂ - Shoppers Drug Mart,,Shoppers,,London,3090 Colonel Talbot Road,3090 Colonel Talbot Rd,N6P 0B3,ON,42.934354,-81.3165789,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-652-9083,https://stores.shoppersdrugmart.ca/en/store/1401/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,231,603 FanshaweÂ Park RoadÂ - Shoppers Drug Mart,,Shoppers,,London,603 Fanshawe Park Road West,603 Fanshawe Park Rd O,N6G 5B3,ON,43.019914,-81.310375,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-657-9973,https://stores.shoppersdrugmart.ca/en/store/1328/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,232,235 Ira Needles Blvd - Shoppers Drug Mart,,Shoppers,,Kitchener,235 Ira Needles Boulevard,235 boul Ira Needles,N2N 0B2,ON,43.424352,-80.5533021,West,Ouest,,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-744-4001,https://stores.shoppersdrugmart.ca/en/store/1438/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,233,550 King St. NorthÂ - Shoppers Drug Mart,,Shoppers,,Waterloo,"550 King Street N, Major 4A","550 rue King N, Major 4A",N2L 5W6,ON,43.497637,-80.5252549,West,Ouest,,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-886-6130,https://stores.shoppersdrugmart.ca/en/store/728/,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,234,3100 Howard Ave.Â - Shoppers Drug Mart,,Shoppers,,Windsor,3100 Howard Avenue,3100 av Howard,N8X 3Y8,ON,42.273219,-83.0019906,West,Ouest,,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-969-4523,https://stores.shoppersdrugmart.ca/en/store/760/,9:00 - 20:00,9:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,235,7720 Tecumseh RoadÂ East - Shoppers Drug Mart,,Shoppers,,Windsor,7720 Tecumseh Road East,7720 Tecumseh Road E,N8T 1E9,ON,42.314861,-82.9348395,West,Ouest,,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-945-2371,https://stores.shoppersdrugmart.ca/en/store/761/,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,236,1760 Huron Church RoadÂ - Shoppers Drug Mart,,Shoppers,,Windsor,1760 Huron Church Road,1760 Huron Church Road,N9C 2L4,ON,42.284426,-83.0556402,West,Ouest,,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-253-5653,https://stores.shoppersdrugmart.ca/en/store/1467/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,237,1500 King St East - Shoppers Drug Mart,,Shoppers,,Cambridge,1500 King Street East,1500 rue King E,N3H 3R5,ON,43.389663,-80.3465977,West,Ouest,,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-653-9700,https://stores.shoppersdrugmart.ca/en/store/979/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,238,416 St. Clair St.Â - Shoppers Drug Mart,,Shoppers,,Chatham,416 St. Clair Street ,416 rue St. Clair,N7L 3K5,ON,42.415016,-82.2015738,West,Ouest,,Chatham-Kent Health Unit,Bureau de santÃ© de Chatham-Kent,519-352-3200,https://stores.shoppersdrugmart.ca/en/store/713/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,239,2600 Lakeshore RoadÂ - Shoppers Drug Mart,,Shoppers,,Sarnia,2600 Lakeshore Road,2600 Lakeshore Rd,N0N 1C0,ON,43.028211,-82.2557008,West,Ouest,,Lambton Health Unit,Bureau de santÃ© de Lambton,519-859-4224,https://stores.shoppersdrugmart.ca/en/store/718/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,240,1206 Michigan Ave. - Shoppers Drug Mart,,Shoppers,,Sarnia,1206 Michigan Avenue,1206 av Michigan,N7S 6M7,ON,43.000351,-82.3645663,West,Ouest,,Lambton Health Unit,Bureau de santÃ© de Lambton,519-541-9064,https://stores.shoppersdrugmart.ca/en/store/1437/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,241,107Â Edward St.Â - Shoppers Drug Mart,,Shoppers,,St. Thomas,107 Edward Street,107 rue Edward,N5P 1Y8,ON,42.785215,-81.175989,West,Ouest,,Southwestern Public Health,Bureau de santÃ© publique du Sud-Ouest,519-633-4402,https://stores.shoppersdrugmart.ca/en/store/738/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,242,320 Colborne St. WestÂ - Shoppers Drug Mart,,Shoppers,,Brantford,320 Colborne Street West,320 rue Colborne O,N3T 1M2,ON,43.129665,-80.2867931,West,Ouest,,Brant County Health Unit,Bureau de santÃ© du comtÃ¨ de Brant,519-759-8133,https://stores.shoppersdrugmart.ca/en/store/1152/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
